id	filename	md5	size	state
da23c789-9307-4174-b4f1-47aeb1d1bd99	nationwidechildrens.org_biospecimen.TCGA-QQ-A5VC.xml	55e6ca41d52b4252e61843249ef0c525	58869	live
0867959c-29b7-48db-bdcb-376173223800	nationwidechildrens.org_biospecimen.TCGA-23-1021.xml	fd2ffe91c5d0db4aafbd76352cb14b77	102094	live
756df0e4-d3aa-4b8b-824f-de3cbeacbe5f	nationwidechildrens.org_biospecimen.TCGA-13-0766.xml	ae6fcedd9d55041910526f91e42ac871	109252	live
d02f17a5-1dcd-409e-bf7f-5883c1d5bb69	nationwidechildrens.org_biospecimen.TCGA-BJ-A28W.xml	c398a179208b870defce634877d1d4aa	100826	live
f6da98d3-2def-4f7b-831f-a09188915e38	nationwidechildrens.org_biospecimen.TCGA-29-1777.xml	a6d62e9d8f1f4c03146b88ba5ef0e23b	98030	live
6a4c4eb1-4c4a-475f-ade8-ac708d033f92	nationwidechildrens.org_biospecimen.TCGA-IF-A4AJ.xml	c9ac27762ef0272170d41a23dea9e7e0	58099	live
e9423feb-177e-45be-a2ab-120126f9312b	nationwidechildrens.org_biospecimen.TCGA-QQ-A5V2.xml	c91b25cb2514cfad06fe6cd37a700566	53963	live
3a7c0806-260a-4912-b907-b009225d3005	nationwidechildrens.org_biospecimen.TCGA-OR-A5JK.xml	0b9cb99003daa496fc7a64c663dc47e0	52945	live
2a15f72a-04c1-44bb-a053-85c48b84c69c	nationwidechildrens.org_biospecimen.TCGA-DC-6157.xml	c55ba30039c85c9ad02b03382ba660dc	71916	live
88553ecf-cf64-4343-b45c-4db2e892d5df	nationwidechildrens.org_biospecimen.TCGA-PC-A5DO.xml	97bb7f22b4733186e586fb56d114dd53	58885	live
b24a8ad9-92f8-429f-8243-0fa0ca44b8c6	nationwidechildrens.org_biospecimen.TCGA-ET-A25I.xml	0b709a9647565a1cc7b5eddb014dab44	59725	live
625c6ca5-5239-4fec-b35f-61f90d63fc76	nationwidechildrens.org_biospecimen.TCGA-DB-A4XF.xml	0eee50390b1e2402b837039ef1353573	56581	live
156d5fb1-00a0-42d3-b022-3ba900ffb0f0	nationwidechildrens.org_biospecimen.TCGA-24-1928.xml	fd683ce7bc35be12e47337bb385aff73	97340	live
9183f2ec-a7e0-44a9-9b4a-80fc807cfab8	nationwidechildrens.org_biospecimen.TCGA-DJ-A13M.xml	ad3b384f5cb18069868bd2c9b6f3d707	64180	live
d7ed3809-40c0-4f62-9999-08b1aa99f43f	nationwidechildrens.org_biospecimen.TCGA-FK-A4UB.xml	54620a663a48f843f739c0eb58fa2523	54762	live
19239ba9-218a-413b-92b4-f7354a97e891	nationwidechildrens.org_biospecimen.TCGA-OR-A5JR.xml	12088e91be49b3130ff6940aa4fd6a96	54585	live
7ca31e6f-a1b7-4ff9-bb42-9cb8fa2dbbee	nationwidechildrens.org_biospecimen.TCGA-AG-4022.xml	32090ef8141bbd686bd821a3a059ade6	53573	live
2d540218-56ad-491b-b3d9-1a220d1d08ee	nationwidechildrens.org_biospecimen.TCGA-DB-A4X9.xml	19cdb150fa6b885c58d8d2967d4feb62	56581	live
98f29cd2-ed59-4ff2-a2a9-087ba53a57cd	nationwidechildrens.org_biospecimen.TCGA-HT-7856.xml	91ab02dba563b323ff6e724ddd5a6941	62545	live
bc7c1c30-402c-4cb8-a53b-29a192cbd144	nationwidechildrens.org_biospecimen.TCGA-25-2400.xml	73e5fa18c4a04b725a919ad0969e2840	114103	live
ae6e6647-674f-4a99-8687-c88cd318c00c	nationwidechildrens.org_biospecimen.TCGA-DJ-A3V4.xml	35645ef8b2ef793a161d097fd7061978	52303	live
94535fc9-9f6b-4bfe-a413-5230d553278b	nationwidechildrens.org_biospecimen.TCGA-13-0757.xml	851fef0458aefb2f21eb7e2a6b90591c	109371	live
82f7b40c-dc50-429b-944e-144ff1d2ca7b	nationwidechildrens.org_biospecimen.TCGA-BM-6198.xml	0c0d0359e79e255d4a53c294ba7eca50	69450	live
371a0e66-a634-44cd-af56-078059fb1678	nationwidechildrens.org_biospecimen.TCGA-DJ-A1QI.xml	730286b26a04c39ca70ae688fa891049	61387	live
2ee5575e-eb14-42be-96c3-7d8837de5478	nationwidechildrens.org_biospecimen.TCGA-EL-A3D1.xml	1abd63114f096d0cbf9531b75aeac40a	56420	live
b8f4d50a-68d8-4126-b81a-8276772f4b6f	nationwidechildrens.org_biospecimen.TCGA-H2-A26U.xml	dc6e514cdf1598ce42ff4aac2515be1b	57260	live
171f74f4-ba63-4f55-b278-8e641a4abc8c	nationwidechildrens.org_biospecimen.TCGA-EM-A2CL.xml	2ae60415d2d769c43917b8678edda28b	58879	live
4c8332e2-69bf-4efd-b795-ded61c534cff	nationwidechildrens.org_biospecimen.TCGA-HT-7676.xml	ab5ab1b76d8dbaed24a274bd9a96d298	61365	live
1f81319a-ad0b-4e3e-b1a0-4797447309c6	nationwidechildrens.org_biospecimen.TCGA-EL-A3N3.xml	d25b1bcbca247cb40c09a01e81f6a3d9	67611	live
d5022e11-39df-4dda-b019-c507a8d57170	nationwidechildrens.org_biospecimen.TCGA-BJ-A28T.xml	befeb5ce8b1066108b4f5f3be07dffd0	95276	live
7ec2c5d3-66e4-42a1-af71-f2b197ac65d6	nationwidechildrens.org_biospecimen.TCGA-3U-A98F.xml	400497bc9f22e33653480c6a8056679a	48081	live
399ec16b-04fd-4f33-a78c-5b1914856cca	nationwidechildrens.org_biospecimen.TCGA-3B-A9HO.xml	d75ec6de47ddb9adde3bafbc4dfef6ad	52259	live
aac1b31a-5a4f-4f3f-aaf5-7b008b82c10b	nationwidechildrens.org_biospecimen.TCGA-13-1407.xml	8c739cce208722e581c78be6ff2f41d1	88838	live
62e38312-0a76-41a2-b7a9-50da0e2d8206	nationwidechildrens.org_biospecimen.TCGA-JV-A5VE.xml	8015f6606e2e5cb3f3cf60113a2bb3af	58882	live
23b67791-53e1-43d5-987d-f64de16735ea	nationwidechildrens.org_biospecimen.TCGA-20-1682.xml	82f86d84f3aa0fa424aeb76d8792bf3b	96400	live
1f4d8d30-0769-4169-839c-f517162b6986	nationwidechildrens.org_biospecimen.TCGA-04-1364.xml	010f25ce9fa3c3a1b4eb177509d99023	99613	live
7134efe0-65eb-41b4-80ee-dedaac628704	nationwidechildrens.org_biospecimen.TCGA-DX-AB2V.xml	0f860e7f19d92a6be2c14abdaa440fe4	43806	live
198f9ee8-c666-4c8a-91a9-549d97775e71	nationwidechildrens.org_biospecimen.TCGA-HT-7606.xml	4beffebda8c4e236087ed090e965df4d	56705	live
42d54e36-fbcb-4746-9b0d-1ff6ead885ae	nationwidechildrens.org_biospecimen.TCGA-IM-A3ED.xml	e74fe8d5ec7de74be7aafb20d49e8d3c	53961	live
ba21c20e-098e-46f2-a9d6-6e194ff18d7d	nationwidechildrens.org_biospecimen.TCGA-59-2363.xml	8aa317493d56e16828e6dfd741f470f2	85771	live
1561a5eb-3182-4015-9b8e-280431cb29b0	nationwidechildrens.org_biospecimen.TCGA-61-1904.xml	a9d69698e8eebf172e9bd929bfeecd29	97564	live
0f68db75-4f6e-440e-b632-2af8ba32f3fc	nationwidechildrens.org_biospecimen.TCGA-36-2552.xml	499fcf0fc15b37a2543585968857b424	99505	live
c8471287-ffcf-4054-b87f-51c08255dd4f	nationwidechildrens.org_biospecimen.TCGA-09-1666.xml	af8180e4d586ce70a278aceca104520d	111613	live
53c53f4f-fc7a-44dc-b70a-f3d2d8ddfccd	nationwidechildrens.org_biospecimen.TCGA-P5-A733.xml	9ee6b84a141425bc9d303dafe4ede4ad	53957	live
b8df7962-04cf-4276-b5f8-cfe5e6e74a24	nationwidechildrens.org_biospecimen.TCGA-ET-A2MY.xml	4eb64884a89c38887648e067d0c75c8b	66984	live
633c3abd-a5c2-4e98-9aa5-da022458726d	nationwidechildrens.org_biospecimen.TCGA-DU-8167.xml	87827fc3fd1659d3ae56369dd126cb59	58748	live
ef753c98-b094-4903-a802-95263f2f9e64	nationwidechildrens.org_biospecimen.TCGA-FY-A40M.xml	a58e3c669fcc5bbdb8dc4f7cc7552da0	53956	live
31b7deff-638c-48b7-aa60-79cc1803ece0	nationwidechildrens.org_biospecimen.TCGA-LK-A4O5.xml	97fdaa2f961cedbde105da0749e6cf93	48140	live
e2f671bf-c836-4c0f-a011-d105760de493	nationwidechildrens.org_biospecimen.TCGA-L6-A4ET.xml	09b2a8aeb2791c7810942f9d89d6c6a7	53963	live
439f0ab7-cd02-4455-a56a-9c207bc46f23	nationwidechildrens.org_biospecimen.TCGA-09-1672.xml	fe1088945113036b3f3b1ab116d4f6af	103048	live
f5e617b6-4edb-47d2-9b80-2306f83dfb7c	nationwidechildrens.org_biospecimen.TCGA-RY-A83Y.xml	ca1e904dcd1837ea9ddb9f9665223050	53955	live
c45b8c8f-29d0-40d8-b46f-496ec5ded702	nationwidechildrens.org_biospecimen.TCGA-29-1710.xml	1924a65884d544ebb98d4d5857c21de5	161413	live
2a2e0b07-4f5d-4254-b9c7-35185b2a5f84	nationwidechildrens.org_biospecimen.TCGA-DX-A6YV.xml	8e97667826fd877a5fbc78cef26155b9	54608	live
f899611a-ce6e-43b5-b4c0-1e6e9293c9d4	nationwidechildrens.org_biospecimen.TCGA-QD-A8IV.xml	49c79596cc463297d1690793b1e564bc	53938	live
6798a267-9d0b-483d-9c5a-6f70aa7d9fde	nationwidechildrens.org_biospecimen.TCGA-QC-AA9N.xml	73ab79ace03829b2a53a426396df355d	53898	live
523a5eb2-07f9-47dc-b117-f56e750f657b	nationwidechildrens.org_biospecimen.TCGA-H2-A3RH.xml	4e90fcccefba1dbd7e003edf00f5f4eb	58887	live
2d670ac8-0b03-4e6e-8a13-a90480f3eedb	nationwidechildrens.org_biospecimen.TCGA-23-1124.xml	cd174d021b878780f105f22722bf226a	110242	live
f9ca5804-8166-440c-ab1d-bc92694d0d96	nationwidechildrens.org_biospecimen.TCGA-DO-A1K0.xml	0754d175e9b40201e449981fe1cf0659	61388	live
bbb73afe-8968-4280-b519-e61f840710ef	nationwidechildrens.org_biospecimen.TCGA-E8-A433.xml	dabd5abe0cc12bff1db22cbe4236ba88	53958	live
b6f78895-7655-4b95-b269-71e31c2a6803	nationwidechildrens.org_biospecimen.TCGA-61-1730.xml	bc094bb59d3e6931cfafe00465496414	107390	live
20cbb39a-8705-491a-bec6-c6e4d43333cd	nationwidechildrens.org_biospecimen.TCGA-VM-A8CD.xml	37df0fb7c02dd70f2ab0e0014f58e719	55233	live
c2ab2775-f2f2-4fe8-8ba4-f8eab74a9a0f	nationwidechildrens.org_biospecimen.TCGA-DJ-A3V9.xml	e5ba4ca2c12db8c0bea545e587787ce5	53960	live
047f0580-5dd5-473f-88c7-c969f882bc70	nationwidechildrens.org_biospecimen.TCGA-AG-3883.xml	8dd4ff364d960ed7eccfc05f36ae4fc0	98167	live
137b800e-8372-47a7-b62f-b2fbe439a217	nationwidechildrens.org_biospecimen.TCGA-3B-A9HR.xml	68060d0a0057f5d395b6ccf6d98c60a9	52265	live
